,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present,tags,,
6479,1038000200.xml,1038000200,T178907,1770,"Miscellanies in prose and verse: selected from Pope, Swift, Addison, Goldsmith, Sterne, Hume, Smollet, Gay, Shenstone, Prior, Murphy, and Brooke. Together with several original pieces never before published.",0,Anon,"Leominster : sold by P. Davis; C. Badham, Hereford; and J. Owen, Ludlow, [1770?].","Penal colonies, New South Wales",1,381,Manifest_LitAndLang2,0.002617801,1770,0,CW,,
6482,1038100500.xml,1038100500,T191405,1712,"The famous and delightful history of Fortunatus, And his Two sons: In Two Parts. Part I. Containing an Account of his Noble Birth, Travels and Adventures, in many strange Lands; how he came by a Purse, which always supplied him with store of Mony, and a Writing-hat, that caused him to be in an instant at any Place he desired to be at; how, at his Death, he bequeathed his Purse and Hat to his two Sons; with his pompous Funeral, Monument and Epitaph. Part II. Containing the Travels and Adventures of Andolocia and Ampeda, Fortunatus's two Sons, with their untimely Deaths, Burials and Epitaphs. and many pleasant Stories added, not being in the former Impressions.",0,Anon,"London : printed by C Brown; and are to be sold by the booksellers of London and Westminster, 1712.","English fiction, 18th century",1,177,Manifest_LitAndLang2,0.005617978,1710,0,"CW, SM",,
6483,1038100600.xml,1038100600,T184976,1778,"The famous history of Valentine and Orson, the two sons of the Emperor of Greece.",0,Anon,"London : printed for J. Bew, No. 28, Pater-Noster-Row, MDCCLXXVIII. [1778].","Chapbooks, Specimens, Early works to 1800, Chivalry, Early works to 1800, Legends, France, Early works to 1800",1,154,Manifest_LitAndLang2,0.006451613,1770,0,"SM, CW, SE",,
6494,1038300900.xml,1038300900,T223105,1784,"Reflections on courtship and marriage: in two letters to a friend. Wherein a practical plan is laid down for observing and securing conjugal felicity. To which is added, A letter to a very young lady on her marriage. By Dr. Swift. Together with two essays on jealousy. By Mr. Addison.",0,"Franklin, Benjamin","London : printed for J. Wren & W. Hodges, MDCCLXXXIV. [1784].",Courtship,1,96,Manifest_LitAndLang2,0.010309278,1780,0,"TY, BQ, P, CW",,
6495,1038400200.xml,1038400200,T177629,1710,"The modern fanatick. Part II. Containing what is necessary to clear all the matters of fact in the first part; and to confute what has been printed in the pretended vindication of Dr. Sacheverell, relating to my self [sic]. ... By William Bisset, ...",0,"Bisset, William","London : printed; and sold by A. Baldwin; and T. Harrison, 1710 [1711].","Sacheverell, Henry,, 1674?-1724",1,37,Manifest_LitAndLang2,0.026315789,1710,1,FN,IN,
6498,1038400701.xml,1038400701,T223107,1800,Henry de Beauvais. A novel. In two volumes. ...,Volume 1,Anon,"Dublin : printed for J. Rice, III, Grafton-Street, 1800.","English fiction, 18th century",1,213,Manifest_LitAndLang2,0.004672897,1800,0,"TE, LB",,
6500,1038400800.xml,1038400800,T223108,1777,"The complete London jester, or, wit's companion: containing all the fun and all the humour, all the Learning and all the Judgment, which have lately flowed from the two universities, from the two theatres, from White's Chocolate-House, from the Bedford Coffee-House; or, from the spouting clubs, and choice spirits clubs in London and Westminster. Including all the Fashionable Jests, Epigrams, Merry Tales. Humorous Jokes, Bon Mots, Conundrums, Irish Bulls, Comical Humbugs, Droll Narrations, Smart Repartees, New Adventures, Funny Epitaphs, and Witticisms. Which will expel Care, drown Grief, banish the Spleen, improve the Wit, create Mirth, entertain Company, and give the Reader a light Heart, and a chearful Countenance. The Whole teaching the agreeable Art of Story-Telling, and furnishing Pieces of Wit, for the Amusement and Improvement of both Sexes.",0,Anon,"London : printed for T. Lowndes, in Fleet-Street, 1777.",English wit and humor,1,141,Manifest_LitAndLang2,0.007042254,1770,1,FN,T,
356,1040000202.xml,1040000202,N031902,1758,"The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L--- V----: who from a cottage, ... became a lady of the first quality in the court of France, ... From the French of the Chevalier de Mouhy. In two volumes. ...",Volume 2,"Mouhy, Charles de Fieux, chevalier de","London : printed for C. Hitch, B. Dod, R. Ware, W. Needham, R. Baldwin, [and 5 others in London], 1758.","Historical fiction, French, Translations into English, Early works to 1800",1,307,Manifest_HistAndGeo,0.003246753,1750,0,"TY, LB",,
6513,1041600103.xml,1041600103,T194614,1753,The spectator. ... Carefully corrected.,Volume 3,Anon,"Edinburgh : [s.n.], Printed in the Year M.DCC.LIII. [1753].","Great Britain, Politics and government, 1702-1714, Periodicals",1,310,Manifest_LitAndLang2,0.003215434,1750,0,"RQ,TY, LB",,NN
6518,1041700108.xml,1041700108,T194614,1753,The spectator. ... Carefully corrected.,Volume 8,Anon,"Edinburgh : [s.n.], Printed in the Year M.DCC.LIII. [1753].","Great Britain, Politics and government, 1702-1714, Periodicals",1,290,Manifest_LitAndLang2,0.003436426,1750,0,"RQ, LB, SM, CW",,
6524,1042000500.xml,1042000500,T200452,1735,"Letters from a Persian in England, to his Friend at Ispahan.",0,"Lyttelton, George Lyttelton, Baron","London : printed for J. Millan, at the Corner of Buckingham-Court, near the Admiralty Office, MDCCXXXV. [1735].","Imaginary letters, England, Social life and customs, 18th century, Humor",1,258,Manifest_LitAndLang2,0.003861004,1730,1,FN,C,
6530,1042100800.xml,1042100800,T185830,1796,The adventures of Sir Launcelot Greaves. By Dr. Smollett. Two volumes in one.,0,"Smollett, Tobias George","London : printed for W. Cavil, T. Martin, T. French, and J. Wren, MDCCXCVI. [1796].",English fiction,1,200,Manifest_LitAndLang2,0.004975124,1790,0,"SM, CW",,
6534,1042300302.xml,1042300302,T222948,1774,"Yorick's sentimental journey, continued. To which is prefixed, some account of the life and writings of Mr. Sterne. By Eugenius. ...",Volume 2,"Hall-Stevenson, John","London : printed for J. Bew, in Paternoster-Row, MDCCLXXIV. [1774].","Sterne, Laurence,, 1713-1768",1,178,Manifest_LitAndLang2,0.005586592,1770,1,FN,C,
6537,1042300600.xml,1042300600,T222992,1762,"A spelling-Book: wherein the pronunciation and spelling of the English tongue are reduced to a very few principles or general heads. With a preface: Shewing the difference between this performance, and those of the same title hitherto published; and offering some hints concerning a Method of Teaching: and some additional lessons. By John Warden, Teacher of English in Edinburgh.",0,"Warden, John, teacher of English","Edinburgh : printed by A. Donaldson and J. Reid, for Alex. Donaldson, MDCCLXII. [1762].","English language, Orthography and spelling, Early works to 1800",1,183,Manifest_LitAndLang2,0.005434783,1760,0,"LB, CW,TY",,NN
6538,1042300700.xml,1042300700,T222997,1759,"A guide to the English tongue; in two parts. The First proper for Beginners, shewing a Natural and Easy Method, to pronounce and express both Common Words, and proper Names; in which particular Care is had to shew the Accent, for preventing Vitious Pronounciation. The Second for such as are advanced to some Ripeness of Judgment, containing Observations on the Sounds of Letters and Diphthongs; Rules for the true Division of Syllables, and the Use of Capitals, Stops, and Marks: With large tables of Abbreviations, and Distinctions of Words; and several Alphabets of Copies for young Writers. To which is now added, an appendix, containing many additional Lessons, in Prose and Verse; First, in words of one Syllable only; and then mixed with Words of two, three, four, five, six, and seven Syllables. By T. Dyche, Schoolmaster at Stratford Bow.",0,"Dyche, Thomas","[London?] : [s.n.], Printed in the Year M.DCC.LIX. [1759].","Spellers, English language, Grammar",1,159,Manifest_LitAndLang2,0.00625,1750,0,"TY, LB, P",,NN
6547,1042400503.xml,1042400503,T223025,1780,"Dialogues and letters on morality, oeconomy, and politeness, for the improvement and entertainment of young female minds. By the author of Dialogues on the first principles of religion.",Volume 3,"Kilner, Dorothy","London : printed and sold by John Marshall, and Co. No. 4, Aldermary Church Yard, Bow Lane, London, [1780?].","Conduct of life, Early works to 1800",1,136,Manifest_LitAndLang2,0.00729927,1780,0,"TY, LB, CW",,
6558,1042501800.xml,1042501800,T223148,1755,"The wonderful life, And most Surprizing adventures, of Robinson Crusoe, Of York, Mariner. Containing a full and particular Account how he lived Eight and Twenty Years in an Uninhabited Island, on the Coast of America; how his Ship was lost in a Storm, and all his Companions drowned; and how he was cast upon the Shore by the Wreck. With a true Relation how he was at last miraculously preserved by Pirates. Faithfully Epitomized front the Three Volumes, and adorn'd with Cuts suited to the most remarkable Stories.",0,"Defoe, Daniel","London : printed for C. Hitch, at the Red Lion, in Pater-Noster-Row; R. Ware, at the Bible and Sun, on Ludgate Hill; J. Hodges, at the Looking Glass, on London-Bridge; S. Crowder, and H. Woodgate, at the Golden Ball, in Pater-Noster-Row, 1755.",Adventure stories,1,154,Manifest_LitAndLang2,0.006451613,1750,0,"SE, CW ",,
6560,1042700605.xml,1042700605,T091575,1707,"[The eight volumes of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris: Giving an Impartial Account to the Divan at Constantinople, of the most remarkable Transactions of Europe; And discovering several Intrigues and Secrets of the Christian Courts (especially of that of France) continued from the Year 1673, to the Year 1682. Written originally in Arabick, translated into Italian, from thence into English, by the Translator of the First Volume.",Volume 5,"Marana, Giovanni Paolo","London : printed for H. Rhodes, D. Brown, R. Sare, J. Nicholson, B. Took, and G. Strahan, MDCCVIII. [1708].","Spies, Europe, Early works to 1800, Europe, History, 1648-1789, Europe, History, 1517-1648",1,297,Manifest_LitAndLang2,0.003355705,1700,0,CW,,
6565,1042800201.xml,1042800201,N009649,1747,"Familiar letters between the principal characters in David Simple, and some others. To which is added, A vision. By the author of David Simple. In two volumes. ...",Volume 1,"Fielding, Sarah","Dublin : printed for E. and J. Exshaw, 1747.",English fiction,1,153,Manifest_LitAndLang2,0.006493506,1740,0,"LB, TY, CW",,
6566,1042800202.xml,1042800202,N009649,1747,"Familiar letters between the principal characters in David Simple, and some others. To which is added, A vision. By the author of David Simple. In two volumes. ...",Volume 2,"Fielding, Sarah","Dublin : printed for E. and J. Exshaw, 1747.",English fiction,1,182,Manifest_LitAndLang2,0.005464481,1740,0,BQ /TY,,
6587,1044900100.xml,1044900100,T221578,1784,Maximes et r<c3><a9>flexions morales du duc De La Rochefoucauld.,0,"La Rochefoucauld, Fran<c3><a7>ois, duc de","Londres[i.e. Paris?] : [s.n.], M.DCC.LXXXIV. [1784].",Proverbs,1,180,Manifest_LitAndLang2,0.005524862,1780,2,FN,IT,
6588,1044900200.xml,1044900200,T223073,1783,"A new French spelling-book, in tables from one to eight syllables, with the true English to every word. In the gradual order of teaching, and due orthography; and practical lessons on the foregoing tables; to which are annexed the catechism, and prayers, &c. (proper for schools) intended chiefly for young beginners; Adapted to the meanest Capacities. Approved of by several Eminent Masters, and now published for the use of schools. By Richard Pierce, late master of the Academy in Burlington-Gardens.",0,"Pierce, Richard, master","London : printed for J. F. and C. Rivington, T. Lowndes, T. Longman, B. Law, G. Robinson, R. Baldwin, and J. Bew, MDCCLXXXIII. [1783].","French language, Orthography and spelling, Early works to 1800",1,151,Manifest_LitAndLang2,0.006578947,1780,0,"BQ , TY",,NN
6594,1044901200.xml,1044901200,T223323,1799,"Cheap Repository. The two wealthy farmers; or, the history of Mr. Bragwell. In seven parts.",0,"More, Hannah","London : sold by F. and C. Rivington, No. 62, St. Paul's Church-Yard; J. Evans, No. 41, Long Lane, West-Smithfield; J. Hatchard, No. 173, Piccadilly; and S. Hazard, Bath, 1799.","Chapbooks, English, Specimens",1,131,Manifest_LitAndLang2,0.007575758,1790,1,FN,IN,
6596,1045000500.xml,1045000500,T066811,1788,"Fables amusantes, avec une table g<c3><a9>n<c3><a9>rale & particuli<c3><a9>re des mots & de leur signification en Anglois, Selon L'Ordre des Fables, Pour en rendre la Traduction plus facile ? L'Ecolier. Par M. Perrin.",0,"Perrin, Jean Baptiste","A Londres : chez B. Law, dans Ave-Mary-Lane ; T. Cadell, dans le Strand ; P. Elmsly, dans le Strand, MDCCLXXXVIII. [1788].","Fables, French, Early works to 1800",1,241,Manifest_LitAndLang2,0.004132231,1780,1,FN,C,
6604,1045100101.xml,1045100101,T223030,1800,The old woman. A novel. In two volumes. By the author of The horrors of Oakendale Abbey. ...,Volume 1,"Carver, Mrs","London : printed for the author, at the Minerva-Press, by William Lane, Leadenhall-Street, 1800.","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang2,0.004484305,1800,0,"TY, LB, CW",,
6606,1045100400.xml,1045100400,T223056,1800,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth, in reading and speaking. To which is prefixed an essay on elocution, and directions for reading. By W. Enfield, LL.D.",0,"Enfield, William","Ludlow : printed by H. Procter; and sold by the booksellers and stationers in general, 1800.","Great Britain, Politics and government, 1702-1714, Periodicals",1,431,Manifest_LitAndLang2,0.002314815,1800,1,FN,IT,
6609,1045200300.xml,1045200300,T223340,1755,"The adventures of Mr. Thomas Pellow. In which is Introduced, A Particular Account of the Manners and Customs of the Moors, and of The Inland Parts of Africa. Written by Himself.",0,"Pellow, Thomas","Dublin : printed by James Hoey, at the Mercury in Skinner-Row, MDCCLV. [1755].","Africa, North, Fiction, Early works to 1800",1,359,Manifest_LitAndLang2,0.002777778,1750,1,FN,C,
6618,1045501000.xml,1045501000,T189819,1790,"Ben Johnson's jests: or the wit's pocket companion. Being a new collection of the most ingenious jests, diverting Stories, pleasant Jokes, smart Repartees, excellent puns, wise Sayings, witty Quibbles, and ridiculous Bulls. To which is added, a choice collection of the newest conundrums, best riddles, entertaining rebusses, satirical epigrams, humourous epitaphs, facetious dialogues, merry tales, jovial songs, fables, &c. &c. &c.",0,"Jonson, Ben","Dublin : printed by P. Wogan, at the Old Bridge, [1790?].","English wit and humor, Early works to 1800",1,178,Manifest_LitAndLang2,0.005586592,1790,1,FN,C,
6620,1045501300.xml,1045501300,T198799,1765,"De statu collationis hebraicorum codicum Mstorum veteris testamenti (finito anno 1765) sex abhinc annis institut<c3><a6> a Benjamino Kennicott S. T. P. Regiae Societatis Socio; Et Socio Collegii Exonlensis,",0,"Kennicott, Benjamin","Oxonii : M DCC LX V. Pecuni<c3><a6>, in hoc opus subscript<c3><a6>, tradi possint cuivis ex sequentibus bibliopolis: Rivington, Payne, Dodsley, Fletcher; Londini, [1765].","Latin fiction, Early works to 1800",1,15,Manifest_LitAndLang2,0.0625,1760,0,"BQ, NY, LB",,
6622,1045600201.xml,1045600201,T178561,1774,"The tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Volume 1,"Steele, Richard, Sir","London : printed for C. Bathurst, J. Buckland, W. Strahan, J. and F. Rivington, C. Say, J. Hinton, B. White, L. Hawes, W. Clarke and R. Collins, R. Horsfield, T. Caslon, S. Crowder, T. Longman, B. Law, T. Davies, E. and C. Dilly, H. Baldwin, J. Fuller, jun. G. Keith, J. Wilkie, T. Cadell, F. Newbery, W. Goldsmith, E. Johnston, W. Nicoll, J. Johnson, W. Flexney, G. Robinson, G. Burnett, and R. Baldwin, 1774.",English essays,1,315,Manifest_LitAndLang2,0.003164557,1770,2,FN,C,
6623,1045600202.xml,1045600202,T178561,1774,"The tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Volume 2,"Steele, Richard, Sir","London : printed for C. Bathurst, J. Buckland, W. Strahan, J. and F. Rivington, C. Say, J. Hinton, B. White, L. Hawes, W. Clarke and R. Collins, R. Horsfield, T. Caslon, S. Crowder, T. Longman, B. Law, T. Davies, E. and C. Dilly, H. Baldwin, J. Fuller, jun. G. Keith, J. Wilkie, T. Cadell, F. Newbery, W. Goldsmith, E. Johnston, W. Nicoll, J. Johnson, W. Flexney, G. Robinson, G. Burnett, and R. Baldwin, 1774.",English essays,1,352,Manifest_LitAndLang2,0.002832861,1770,1,FN,C,
6626,1045700400.xml,1045700400,T199242,1782,"Ouvres m<c3><aa>l<c3><a9>es de M. le Chevalier de Boufflers, et de M. le Mis. de Villette.",0,"Boufflers, chevalier de","Londres [i.e. Paris?] : [s.n.], M.DCC.LXXXII. [1782].","French prose literature, Early works to 1800",1,200,Manifest_LitAndLang2,0.004975124,1780,1,"TY, SM",,
6628,1045800100.xml,1045800100,T187091,1794,"Falstaff alive again! Or, a choice collection of jests, witticisms, anecdotes, &c. both ancient and modern. By a member of Comus's court.",0,Member of Comus's Court,"London : printed for D. Brewman, New Street, Shoe Lane, 1794.","English fiction, 18th century",1,71,Manifest_LitAndLang2,0.013888889,1790,1,FN,C,
6651,1049300200.xml,1049300200,T206389,1799,"Poems by the Rev. Josiah Relph, of Sebergham. With the life of the author. Third edition, with improvements. Embellished with picturesque engravings on wood, by Mr. T. Bewick, of Newcastle.",0,"Relph, Josiah","Newcastle on Tyne : printed by and for J. Mitchell, and sold by Wm. Clarke New-Bond-Street, London, 1799.","English language, Dialects, England, Cumberland",1,167,Manifest_LitAndLang2,0.005952381,1790,0,FN,"IN, C",
6652,1049301000.xml,1049301000,T202424,1775,An humble tribute to the memory of Mr. Sterne. By a lady.,0,Lady,"London : printed for J. Wilkie, St. Paul's Church-Yard, MDCCLXXV. [1775].","Novelists, English, 18th century, Biography",1,62,Manifest_LitAndLang2,0.015873016,1770,0,"P, LB, CW",,
6653,1049500300.xml,1049500300,T219703,1760,Memoirs of the Chevalier de **** a novel. Translated from the French.,0,"Argens, marquis d'","London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].","Epistolary fiction, English, Early works to 1800",1,223,Manifest_LitAndLang2,0.004464286,1760,0,RQ ,,
360,1054600102.xml,1054600102,T183856,1799,"Fr<c3><a9>d<c3><a9>ric, par J. F. auteur de La dot de Suzette. ...",Volume 2,"Fi<c3><a9>v<c3><a9>e, J. (Joseph)","Londres [i.e. Hamburg] : [s.n.], 1799.","French fiction, 18th century",1,230,Manifest_HistAndGeo,0.004329004,1790,0,SE,,
6677,1055200300.xml,1055200300,T189352,1755,"The history of the Swedish Countess of G*. In two parts. Part I. Consisting of a narrative as well of the Fortunate as Disastrous Revolutions of her life, in Livonia, Sweden, and Holland. Part II. Containing an account of the sufferings of the count, her husband, as well in Muscovy, as during Five Years Banishment to Siberia. With the Particulars which occured to Both of them, in Holland and in England, after their meeting each other again. By C. F. Gellert, M.A. Professor at the University of Leipsick. Translated from the Original German. Translated from the original German.",0,"Gellert, Christian F<c3><bc>rchtegott","Dublin : printed by A. Reilly, at the Stationers-Hall on Cork-Hill, MDCCLV. [1755].","English fiction, 18th century",1,238,Manifest_LitAndLang2,0.0041841,1750,1,M,,
6683,1055401400.xml,1055401400,T109998,1796,"A new system of stenography, or short-hand. By which persons of all capacities may make themselves perfect masters of that useful and elegant art,in a much [sh]orter time than by any other treatise [ev]er published. Particularly recommended to gentlemen [advo]cating for the bar, the senate, or the church. By Thomas Rees.",0,"Rees, Thomas","London : printed for T. N. Longman, no. 39, Paternoster-Row. 1796.",Shorthand,1,14,Manifest_LitAndLang2,0.066666667,1790,1,FN,IT,
6698,1055700203.xml,1055700203,T068151,1778,"Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies, to divert the Sultan from the Execution of a Bloody Vow he had made to marry a Lady every Day, and have her cut off next Morning, to avenge himself for the Disloyalty of his first Sultaness, &c. Containing A better Account of the Customs, Manners, and Religion of the Eastern Nations, viz. Tartars, Persians, and Indians, than is to be met with in any Author hitherto published. Translated into French from the Arabian Mss. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. ...",Volume 3,Anon,"London : printed for T. Longman, at the Ship in Pater-Noster-Row, MDCCLXXVIII. [1778].","French fiction, 18th century, Translations into English",1,301,Manifest_LitAndLang2,0.003311258,1770,1,FN,C,
6699,1055700204.xml,1055700204,T068151,1778,"Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies, to divert the Sultan from the Execution of a Bloody Vow he had made to marry a Lady every Day, and have her cut off next Morning, to avenge himself for the Disloyalty of his first Sultaness, &c. Containing A better Account of the Customs, Manners, and Religion of the Eastern Nations, viz. Tartars, Persians, and Indians, than is to be met with in any Author hitherto published. Translated into French from the Arabian Mss. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. ...",Volume 4,Anon,"London : printed for T. Longman, at the Ship in Pater-Noster-Row, MDCCLXXVIII. [1778].","French fiction, 18th century, Translations into English",1,312,Manifest_LitAndLang2,0.003194888,1770,2,FN,"C, T",
6706,1055900602.xml,1055900602,T178629,1800,"The sailors. A novel. In two volumes. By the authoress of Count de Santerre, The English nun, and Lindor. ...",Volume 2,"Selden, Catharine","Reading : printed by R. Snare and Co. and sold by Crosby and Letterman, Stationer's-Court, Paternoster-Row, London, 1800.","English fiction, 18th century",1,177,Manifest_LitAndLang2,0.005617978,1800,0,"TE, LS, TY",,
6717,1056200400.xml,1056200400,T177333,1797,"Original letters and essays, on a variety of subjects, moral and entertaining. By J. H. Prince, Author of, ``a Defence of the People denominated Methodists:'' and, ``the Christian's Duty to God and the Constitution.''",0,"Prince, J. H. (John Henry)","London : printed for the author, and sold by Parsons, Paternoster-Row; G. Dale, 21, Ivy-Lane, Newgate-Street; Pearmain, 206, High-Holborn, opposite Southampton-Street; Kennedy, 125, Fetter-Lane; E. Sibly , 1797.","English literature, 18th century",1,194,Manifest_LitAndLang2,0.005128205,1790,0,"TY, LB",,
6721,1056500501.xml,1056500501,T190933,1770,"Henrietta, Countess Osenvor, a sentimental novel, in a series of letters to Lady Susannah Fitzroy. By Mr. Treyssac de Vergy, Counsellor in the Parliament of Paris. And Editor of the Lovers. ...",Volume 1,"Treyssac de Vergy, Pierre Henri","London : printed for J. Roson, at No. 54. in St. Martin's le Grand, MDCCLXX. [1770].","Epistolary fiction, English, Early works to 1800",1,234,Manifest_LitAndLang2,0.004255319,1770,1,FN,IN,
6723,1056600201.xml,1056600201,T181013,1800,"The three Spaniards, a romance. By George Walker, author of the vagabond, &c. In three volumes. ...",Volume 1,"Walker, George","London : printed by Sampson Low, for G. Walker, No. 106, Great Portland Street; and Hurst, No. 32, Paternoster-Row, 1800.",English fiction,1,298,Manifest_LitAndLang2,0.003344482,1800,0,"TE, LB",,
6724,1056600202.xml,1056600202,T181013,1800,"The three Spaniards, a romance. By George Walker, author of the vagabond, &c. In three volumes. ...",Volume 2,"Walker, George","London : printed by Sampson Low, for G. Walker, No. 106, Great Portland Street; and Hurst, No. 32, Paternoster-Row, 1800.",English fiction,1,264,Manifest_LitAndLang2,0.003773585,1800,1,FN,IT,
6757,1059300300.xml,1059300300,T185739,1767,"Chrisal ou les aventures d'une guin<c3><a9>e, histoire angloise.",0,"Johnstone, Charles","Londres [i.e. Paris?] : & se trouve <c3><a0> Paris, chez Grang<c3><a9>, Imprimeur-Libraire, Pont N. D. au Cabinet Litteraire, a cote de la Pompe, M.DCC.LXVII. [1767].","Adventure stories, French, Early works to 1800, Guinea (Coin), Fiction, Early works to 1800",1,300,Manifest_LitAndLang2,0.003322259,1760,1,FN,C,
6762,1059400103.xml,1059400103,T187082,1796,"Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In six volumes. ...",Volume 3,"Burney, Fanny","London : printed for the booksellers, 1796.","English fiction, 18th century",1,203,Manifest_LitAndLang2,0.004901961,1790,1,FN,"IT, C",
6769,1059600100.xml,1059600100,T069687,1737,"The life, remarkable adventures and pyracies, of the famous Capt. Singleton: Containing An Account of his being set on Shore in the Island of Madagascar, his Settlement there, with a Description of the Place and Inhabitants: Of his Passage from thence, in a Paraguay, to the main Land of Africa, with an Account of the Customs and Manners of the People: His great Deliverances from the barbarous Natives and wild Beasts: Of his meeting with an Englishman, a Citizen of London, among the Indians, the great Riches he acquired, and his Voyage Home to England. As also the Captain's Return to Sea, with an Account of his many Adventures and Pyracies with the famous Captain Avery and others.",0,"Defoe, Daniel","London : printed for John King at Sir Walter Raleigh's Head, and Thomas King at Shakespear's Head, in Moorfield's near Little Moorgate, 1737.","Pirates, Fiction, Early works to 1800",1,330,Manifest_LitAndLang2,0.003021148,1730,0,"CW, SM",,
6778,1059800800.xml,1059800800,T058523,1778,"The heavenly footman: or a description of the man that gets to heaven: together with the way he runs in, the marks he goes by; And some Directions how to run so as to obtain. By John Bunyan. To which is added, The Life and Death of the said John Bunyan. And also his Last Sermon.",0,"Bunyan, John","Edinburgh : printed for Patrick Anderson, Parliament-Square, M.DCCLXXVIII. [1778].",Christian life,1,87,Manifest_LitAndLang2,0.011363636,1770,0,"LS, TE",,
6793,1061900202.xml,1061900202,N002693,1774,The adventures of Roderick Random. In two volumes. ...,Volume 2,"Smollett, Tobias George","London : printed for W. Strahan, J. & F. Rivington, Hawes & Co. W. Johnston, T. Caslon, B. Law, E. & C. Dilly, T. Becket, T. Lowndes, G. Robinson, T. Cadell, J. Knox, W. Nicoll, T. Durham, R. Baldwin, and J. Richardson, M.DCC.LXXIV. [1774].","Adventure stories, English, Early works to 1800",1,326,Manifest_LitAndLang2,0.003058104,1770,0,"SM, CW",,
6803,1062400102.xml,1062400102,T059508,1719,The history of the renowned Don Quixote de la Mancha. In Four Volumes. Written in Spanish by Miguel de Cervantes Saavedra. Translated by Several Hands: And Publish'd by Peter Motteux. Adorn'd with New Sculptures.,Volume 2,"Cervantes Saavedra, Miguel de","London : printed for R. Knaplock, D. Midwinter, J. Tonson, and W. Churchill; and are to be sold by J. Brotherton and W. Meadows at the Black Bull in Cornhill, MDCCXIX. [1719].","English fiction, 18th century",1,313,Manifest_LitAndLang2,0.003184713,1710,1,FN,C,
6805,1062400104.xml,1062400104,T059508,1719,The history of the renowned Don Quixote de la Mancha. In Four Volumes. Written in Spanish by Miguel de Cervantes Saavedra. Translated by Several Hands: And Publish'd by Peter Motteux. Adorn'd with New Sculptures.,Volume 4,"Cervantes Saavedra, Miguel de","London : printed for R. Knaplock, D. Midwinter, J. Tonson, and W. Churchill; and are to be sold by J. Brotherton and W. Meadows at the Black Bull in Cornhill, MDCCXIX. [1719].","English fiction, 18th century",1,363,Manifest_LitAndLang2,0.002747253,1710,1,FN,C,
6835,1063500202.xml,1063500202,T225521,1771,"Letters of the Right Honourable Lady M-y W-y M-e: written during her travels in Europe, Asia, and Africa, to Persons of Distinction, Men of Letters, &c. in different Parts of Europe. Which contain, among other curious Relations, accounts of the policy and manners of the turks, drawn from sources that have been inaccessible To other Travellers. In four volumes. ...",Volume 2,"Montagu, Mary Wortley, Lady","London : printed for B. Dodd, and T. Reily, M.DCC.LXXI. [1771].","Montagu, Mary Wortley,, Lady,, 1689-1762, Correspondence",1,94,Manifest_LitAndLang2,0.010526316,1770,0,"TY, P, LB",,
6838,1063500800.xml,1063500800,T101816,1738,"Propria quae maribus, quae genus, as in praesenti syntaxis, qui mihi, construed.",0,"Lily, William","London : printed by S. Buckley and T. Longman, Printers to the King's most Excellent Majesty in Latin, Greek, and Hebrew, MDCCXXXVIII. [1738].","Latin language, Grammar, Early works to 1800",1,79,Manifest_LitAndLang2,0.0125,1730,0,"SE, TY",,
367,1069000601.xml,1069000601,N000970,1760,"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, With Curious and interesting Anecdotes of the most Noted Persons in every Rank of Life, whose Hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. ...",Volume 1,"Johnstone, Charles","Dublin : printed by Dillon Chamberlaine, in Smock-Alley, M.DCC.LX. [1760].","English fiction, 18th century, Guinea (Coin), Fiction, Early works to 1800",1,238,Manifest_HistAndGeo,0.0041841,1760,3,FN,"C, IT",
6841,1069800102.xml,1069800102,T098080,1777,The history of Emily Montague. By the author of Lady Julia Mandeville. ...,Volume 2,"Brooke, Frances","London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXVII. [1777].","Quebec (Quebec), History, Fiction, Qu<c3><a9>bec (Qu<c3><a9>bec), History, Fiction",1,241,Manifest_LitAndLang2,0.004132231,1770,0,CW,,
